,ID,Name,Address,IsNetObject,TypeObject,is_actual
3171,357821,UMMA FOOD,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 46",,магазин (отдел кулинарии),True
4272,357413,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 27, строение 2",да,магазин (отдел кулинарии),True
9,353273,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 27, строение 1",да,магазин (отдел кулинарии),True
6875,349234,Милти,"город Москва, Ленинградское шоссе, дом 58, строение 26",,магазин (отдел кулинарии),True
5653,348417,Круа-SAN,"город Москва, Митинская улица, дом 26",нет,магазин (отдел кулинарии),True
300,345026,SeDelice,"город Москва, Ленинградский проспект, дом 75Г, строение 1",,магазин (отдел кулинарии),True
6223,343514,Тандыр-ОК,"город Москва, улица Генерала Белобородова, дом 46",нет,магазин (отдел кулинарии),True
1244,342892,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Варшавское шоссе, дом 141, корпус 9А",,магазин (отдел кулинарии),True
3405,341834,Пекарня,"город Москва, улица Речников, дом 15, корпус 1",нет,магазин (отдел кулинарии),True
6484,341319,Булочная №23,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Дмитрия Ульянова, дом 16, корпус 1",,магазин (отдел кулинарии),True
7370,340361,Выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 36",нет,магазин (отдел кулинарии),True
1104,340096,МИЛТИ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Коровий Вал, дом 1А, строение 1",,магазин (отдел кулинарии),True
3335,337208,Ебидоеби,"город Москва, Дубнинская улица, дом 19",нет,магазин (отдел кулинарии),True
5985,332210,Милти,"город Москва, Тверская улица, дом 9",да,магазин (отдел кулинарии),True
4306,330822,Буфетоф,"город Москва, 3-я улица Ямского Поля, дом 2, корпус 13",,магазин (отдел кулинарии),True
2154,326805,Может суши,"город Москва, Новороссийская улица, дом 16, корпус 2",нет,магазин (отдел кулинарии),True
4980,325226,Пекарня Хлебопек,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Римского-Корсакова, дом 11, корпус 3",нет,магазин (отдел кулинарии),True
9753,324900,Перекресток кулинария,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,магазин (отдел кулинарии),True
5709,324826,МИЛТИ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Зацепский Вал, дом 2, строение 3",,магазин (отдел кулинарии),True
5306,322990,Кондитерская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, улица Лавриненко, дом 1",,магазин (отдел кулинарии),True
5820,319778,Шаурма,"Волоколамское шоссе, дом 71, корпус 1, помещение 11П/2",,магазин (отдел кулинарии),True
7463,319224,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, бульвар Маршала Рокоссовского, дом 31",нет,магазин (отдел кулинарии),True
7083,319206,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Летниковская улица, дом 5",,магазин (отдел кулинарии),True
3172,318697,SUshi,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 21",нет,магазин (отдел кулинарии),True
4544,316929,Магазин Плюшка,"город Москва, Рублёвское шоссе, дом 70, корпус 7",нет,магазин (отдел кулинарии),True
7735,313563,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Свободный проспект, дом 33",да,магазин (отдел кулинарии),True
3061,311954,Таллинн,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 403А",нет,магазин (отдел кулинарии),True
1163,311421,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Серпуховский Вал, дом 14",да,магазин (отдел кулинарии),True
9911,304118,МИЛТИ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Гиляровского, дом 40",да,магазин (отдел кулинарии),True
4472,303466,Милти,"город Москва, Новокосинская улица, дом 22",да,магазин (отдел кулинарии),True
2831,301857,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Спартаковский переулок, дом 2, строение 1",да,магазин (отдел кулинарии),True
3084,297020,Милти,"город Москва, Вешняковская улица, дом 29",да,магазин (отдел кулинарии),True
387,293987,"Выпечка, шаурма","город Москва, Открытое шоссе, дом 3, строение 14",нет,магазин (отдел кулинарии),True
9182,293647,Хлебница пекарня,"город Москва, Совхозная улица, дом 39",,магазин (отдел кулинарии),True
5485,292709,Ля Фантази,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 102, корпус 2",,магазин (отдел кулинарии),True
6526,291977,Cinabonn,"город Москва, Сходненская улица, дом 56",,магазин (отдел кулинарии),True
5946,289791,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская улица, дом 1, строение 1",да,магазин (отдел кулинарии),True
1242,289769,Милти,"Пресненская набережная, дом 12, помещение 10/45",да,магазин (отдел кулинарии),True
381,285759,Сестры Ежевичкины,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, 1-й переулок Тружеников, дом 12, строение 3",,магазин (отдел кулинарии),True
5969,284760,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Воронцовская улица, дом 48",да,магазин (отдел кулинарии),True
6077,283574,Пекарня Маковка,"город Москва, Сходненская улица, дом 35, корпус 1",,магазин (отдел кулинарии),True
2210,283564,Пекарня Маковка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Днепропетровская улица, дом 3, корпус 1",,магазин (отдел кулинарии),True
6773,282194,Штолле,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Бирюзова, дом 17",да,магазин (отдел кулинарии),True
9046,281619,Брусника,"город Москва, Краснопролетарская улица, дом 16, строение 1",да,магазин (отдел кулинарии),True
311,281613,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Маршала Катукова, дом 17, корпус 1",,магазин (отдел кулинарии),True
259,272860,Кондитерская «Кузина»,"город Москва, улица Лестева, дом 21/61, корпус 1",нет,магазин (отдел кулинарии),True
9243,271997,Скалка Пироги Кулинария,"город Москва, Кронштадтский бульвар, дом 47",да,магазин (отдел кулинарии),True
5496,266930,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Открытое шоссе, дом 5, корпус 1",,магазин (отдел кулинарии),True
3619,255418,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Маши Порываевой, дом 34",,магазин (отдел кулинарии),True
3065,254007,Выпекай-ка,"улица Новаторов, дом 16, помещение 1Н",нет,магазин (отдел кулинарии),True
1211,237138,Пекарня Маковка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Химкинский бульвар, дом 21",,магазин (отдел кулинарии),True
4887,228959,Хлебница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Первомайская улица, владение 104А",,магазин (отдел кулинарии),True
5055,222541,Oki Sushi,"город Москва, Литовский бульвар, дом 22",,магазин (отдел кулинарии),True
5578,202672,Кулинарная лавка «Ем и Ем»,"Российская Федерация, город Москва, город Троицк, Городская улица, дом 20",нет,магазин (отдел кулинарии),True
1695,197319,Кулинарная лавка братьев Караваевых,"город Москва, Мясницкая улица, дом 18, строение 1",да,магазин (отдел кулинарии),True
4225,192985,Кафе «Кулинарная лавка братьев Караваевых»,"город Москва, улица Тимура Фрунзе, дом 11, строение 7",,магазин (отдел кулинарии),True
9063,192288,Милти,"город Москва, Пятницкое шоссе, дом 39",да,магазин (отдел кулинарии),True
7907,188578,Донер Бистро,"город Москва, поселение Московский, улица Адмирала Корнилова, владение 63А, строение 1",нет,магазин (отдел кулинарии),True
8121,187478,Французская выпечка,"город Москва, Ленинградский проспект, дом 75Г, строение 1",да,магазин (отдел кулинарии),True
5935,186428,От Души,"Российская Федерация, город Москва, внутригородская территория поселение Московский, город Московский, 1-й микрорайон, земельный участок 5Д",нет,магазин (отдел кулинарии),True
9012,186122,Выпечка,"город Москва, Пятницкое шоссе, дом 18",нет,магазин (отдел кулинарии),True
7817,185824,Булочная Кондитерская,"город Москва, улица Адмирала Макарова, дом 14",нет,магазин (отдел кулинарии),True
853,185715,Пицца ДЖЭТ,"город Москва, Южнобутовская улица, дом 58",,магазин (отдел кулинарии),True
2290,184609,Дон Батон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, Новокрюковская улица, дом 7",нет,магазин (отдел кулинарии),True
6874,183892,Колос пекарня Осетинские пироги,"город Москва, город Московский, 3-й микрорайон, дом 11",,магазин (отдел кулинарии),True
9377,176968,Кафе мороженного «Tutti Frutti»,"город Москва, Автозаводская улица, дом 18",да,магазин (отдел кулинарии),True
6375,171020,Милти,"город Москва, улица Народного Ополчения, дом 34, строение 1",,магазин (отдел кулинарии),True
3805,162189,Милти,"город Москва, Головинское шоссе, дом 5, корпус 1",,магазин (отдел кулинарии),True
9851,83865,Тонер Бакинский,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Электродная улица, дом 2, строение 1",,магазин (отдел кулинарии),True
5860,29857,КУЛИНАРИЯ,"город Москва, улица Римского-Корсакова, дом 20, строение 2",,магазин (отдел кулинарии),True
8229,375960,Шаурма и точка,"город Москва, Люблинская улица, дом 169, корпус 2",,предприятие быстрого обслуживания,True
302,375848,Кафе,"улица Корнейчука, дом 31, машино-место 168",нет,предприятие быстрого обслуживания,True
2654,375575,Стейк & Бургер Мираторг,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, проспект Андропова, дом 1А",нет,предприятие быстрого обслуживания,True
1202,375534,Жар птица,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, улица Седова, дом 13, корпус 1",,предприятие быстрого обслуживания,True
8924,375154,Bon Bon Клубника в шоколаде,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",нет,предприятие быстрого обслуживания,True
2966,374726,DEMI Coffee Shop,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Октябрьская улица, дом 69",нет,предприятие быстрого обслуживания,True
8324,374682,Папа Джонс,"город Москва, 9-я Парковая улица, дом 58",да,предприятие быстрого обслуживания,True
9751,374673,Остров кафе быстрого обслуживания «ДОМАШНИЙ ОЧАГ»,"город Москва, микрорайон Северное Чертаново, корпус 208",нет,предприятие быстрого обслуживания,True
3721,374366,Кофе с собой,"город Москва, улица Корнейчука, дом 53",да,предприятие быстрого обслуживания,True
2677,374269,Шаурма,"город Москва, Алтуфьевское шоссе, дом 95",нет,предприятие быстрого обслуживания,True
7610,374193,"Шаурма, шашлык","Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 2",нет,предприятие быстрого обслуживания,True
7056,374143,Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Новоясеневский проспект, дом 16, корпус 1",нет,предприятие быстрого обслуживания,True
4692,374069,Ханой фуд Вьетнамский стритфуд,"город Москва, улица Покрышкина, дом 4",нет,предприятие быстрого обслуживания,True
428,374062,Пекарня Буханка,"проезд Шокальского, дом 33, помещение 6Н",,предприятие быстрого обслуживания,True
6695,373960,КОФЕ С СОБОЙ,"город Москва, проспект Андропова, дом 22",нет,предприятие быстрого обслуживания,True
2145,373920,АКСАКАЛ кавказская кухня осетинские пироги,"город Москва, проспект Андропова, дом 22",нет,предприятие быстрого обслуживания,True
9764,373410,Ресторан,"Дубравная улица, дом 51, строение 2",да,предприятие быстрого обслуживания,True
6180,372935,Беш Манты,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,предприятие быстрого обслуживания,True
4589,372840,Система Кофе и Знания,"Российская Федерация, город Москва, внутригородская территория поселение Филимонковское, квартал № 165, дом 7",,предприятие быстрого обслуживания,True
6911,372837,Мадам Москвичка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 47/33",,предприятие быстрого обслуживания,True
1596,372734,Шаурма,"город Москва, Кусковская улица, дом 1Д",нет,предприятие быстрого обслуживания,True
6520,372368,Шаурма,"город Москва, Карачаровское шоссе, дом 15, строение 2",нет,предприятие быстрого обслуживания,True
617,371875,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Коровинское шоссе, дом 19",,предприятие быстрого обслуживания,True
3531,371094,Stardogs est. 1993,"город Москва, улица Генерала Кузнецова, дом 22",нет,предприятие быстрого обслуживания,True
4050,371085,Крошка Картошка,"город Москва, улица Генерала Кузнецова, дом 22",да,предприятие быстрого обслуживания,True
5824,370663,HoChuPho Вьетнамский стрит-фуд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Большая Черёмушкинская улица, дом 1",,предприятие быстрого обслуживания,True
1428,370123,Burger Club,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, улица Панфилова, дом 11",нет,предприятие быстрого обслуживания,True
4558,369965,Крошка картошка натурально вкусно,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 7",да,предприятие быстрого обслуживания,True
1811,369495,M500,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, 7-я Кожуховская улица, дом 9",,предприятие быстрого обслуживания,True
8737,369358,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Духовской переулок, дом 14",нет,предприятие быстрого обслуживания,True
7065,369078,SumaQ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Смоленская площадь, дом 5",,предприятие быстрого обслуживания,True
8146,369038,Истамбул Кебаб,"город Москва, Тушинская улица, дом 24, строение 15",нет,предприятие быстрого обслуживания,True
8015,368894,Хлебница,"город Москва, Саянская улица, дом 8Б",да,предприятие быстрого обслуживания,True
5672,368427,Баскин Роббинс,"город Москва, Шереметьевская улица, дом 6, корпус 1",,предприятие быстрого обслуживания,True
6749,368241,Хан Кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Кленовый бульвар, дом 12",,предприятие быстрого обслуживания,True
2423,368065,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Аргуновская улица, дом 2, корпус 2",,предприятие быстрого обслуживания,True
9510,367794,Шаурма,"город Москва, проезд Дежнёва, дом 27, корпус 1",нет,предприятие быстрого обслуживания,True
5067,367738,"Шаурма, выпечка","город Москва, Шипиловская улица, дом 25А",нет,предприятие быстрого обслуживания,True
7773,367049,Донер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 38/18",нет,предприятие быстрого обслуживания,True
531,367032,Пекарня Хлеб&Соль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 38/18",,предприятие быстрого обслуживания,True
3365,366749,Гриль & Бир,"Российская Федерация, город Москва, внутригородская территория поселение Московский, улица Родниковая, дом 9А, корпус 1",нет,предприятие быстрого обслуживания,True
5140,365952,Пончики советские,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 19",нет,предприятие быстрого обслуживания,True
4987,365508,Шаурма-выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Мукомольный проезд, дом 11",,предприятие быстрого обслуживания,True
5953,365303,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Лескова, дом 30",нет,предприятие быстрого обслуживания,True
5273,364893,Deus Burger,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Балчуг, дом 5",нет,предприятие быстрого обслуживания,True
8986,363323,Шаурма Street doner,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 118",нет,предприятие быстрого обслуживания,True
6088,363276,МИРЧИ (ИНДИЙСКАЯ КУХНЯ ),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 16",нет,предприятие быстрого обслуживания,True
9457,363135,Салат маркет,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Новочерёмушкинская улица, дом 60, корпус 2",нет,предприятие быстрого обслуживания,True
3530,362937,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марфино, улица Комдива Орлова, дом 3",,предприятие быстрого обслуживания,True
2510,362832,Шаурма,"Полярная улица, дом 1, помещение 3П",нет,предприятие быстрого обслуживания,True
2306,362617,ПРАВDА Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Верхняя Радищевская улица, дом 22",да,предприятие быстрого обслуживания,True
636,362450,Poke,"Москва, ул. Авиаконструктора Миля, вл. 5/1",нет,предприятие быстрого обслуживания,True
2710,362432,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Рязанский проспект, дом 75, корпус 2",нет,предприятие быстрого обслуживания,True
262,362373,Coffee,"город Москва, Литовский бульвар, дом 22",нет,предприятие быстрого обслуживания,True
8197,362236,Wow Street food,"город Москва, Дмитровское шоссе, дом 73, строение 1",,предприятие быстрого обслуживания,True
312,361450,Burger Store,"город Москва, Новоухтомское шоссе, владение 2А",нет,предприятие быстрого обслуживания,True
9905,361204,Остров «Кофейня»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Балаклавский проспект, дом 7",,предприятие быстрого обслуживания,True
3996,360730,Суши Wok,"город Москва, Малая Филёвская улица, дом 18",да,предприятие быстрого обслуживания,True
8873,359444,Белый барашка,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,предприятие быстрого обслуживания,True
8929,359439,Pho Street,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",,предприятие быстрого обслуживания,True
6086,359436,Fresh Mango,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,предприятие быстрого обслуживания,True
3841,359397,Грузинская кухня,"город Москва, проспект Андропова, дом 22",нет,предприятие быстрого обслуживания,True
6563,359329,Free&Co,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Большие Каменщики, дом 3, строение 2",,предприятие быстрого обслуживания,True
3756,359134,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Алтуфьевское шоссе, дом 72",нет,предприятие быстрого обслуживания,True
8757,359062,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Венёвская улица, дом 7",да,предприятие быстрого обслуживания,True
1611,359017,Бургерная M&M,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большая Татарская улица, дом 20, строение 1",нет,предприятие быстрого обслуживания,True
1140,358987,БлинБери,"город Москва, Тверская улица, дом 17",,предприятие быстрого обслуживания,True
6603,358983,Чи Ти,"город Москва, Смоленская площадь, дом 5",нет,предприятие быстрого обслуживания,True
3419,358843,Вкусно,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Профсоюзная улица, дом 61А",нет,предприятие быстрого обслуживания,True
3783,358657,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Большая Черёмушкинская улица, дом 1",да,предприятие быстрого обслуживания,True
4816,358186,Полон Рот,"город Москва, улица Мастеркова, дом 4",нет,предприятие быстрого обслуживания,True
9693,358167,LAVAШ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, проспект 60-летия Октября, дом 18, корпус 1",,предприятие быстрого обслуживания,True
1786,357899,Шаурма,"город Москва, Совхозная улица, дом 41",нет,предприятие быстрого обслуживания,True
9671,357558,Шаурма Лепешки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Лескова, дом 19А",,предприятие быстрого обслуживания,True
3621,357498,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",,предприятие быстрого обслуживания,True
8032,357111,Шаурма 24,"город Москва, улица Молодцова, дом 2А",,предприятие быстрого обслуживания,True
9405,357061,Burger Heroes,"город Москва, проспект Мира, дом 119, строение 171",,предприятие быстрого обслуживания,True
3956,356391,Mexican Grill. Wok sushi,"город Москва, Дубравная улица, дом 34/29",нет,предприятие быстрого обслуживания,True
5700,355611,ШАУРМА на углях,"город Москва, Ярославское шоссе, дом 6",нет,предприятие быстрого обслуживания,True
8629,355573,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Лермонтовский проспект, дом 19, корпус 1",,предприятие быстрого обслуживания,True
4298,355537,Балык Малык,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Газетный переулок, дом 3-5, строение 1",нет,предприятие быстрого обслуживания,True
3690,355281,Донер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Баррикадная улица, дом 12/2, строение 3",нет,предприятие быстрого обслуживания,True
3408,354950,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Бориса Галушкина, дом 16",,предприятие быстрого обслуживания,True
6328,354751,ONE AND DOUBLE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 29, строение 1",нет,предприятие быстрого обслуживания,True
3959,354204,Вахтанг,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",,предприятие быстрого обслуживания,True
3135,354200,Хайям-Кебаб,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",,предприятие быстрого обслуживания,True
6967,354183,Гиро-Гирос,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",,предприятие быстрого обслуживания,True
3836,353755,Токио Рамен,"город Москва, Сходненская улица, дом 56",нет,предприятие быстрого обслуживания,True
8618,353566,Шаурма,"город Москва, Озёрная улица, дом 42",,предприятие быстрого обслуживания,True
6321,353516,О ХОТДОГ Даниель кафе,"город Москва, проспект Вернадского, дом 86А",нет,предприятие быстрого обслуживания,True
1722,352343,Пекарня Шаурма,"город Москва, Бескудниковский бульвар, дом 6, корпус 3",,предприятие быстрого обслуживания,True
3348,351932,Папа Джонс,"город Москва, улица Мусы Джалиля, владение 13А",да,предприятие быстрого обслуживания,True
6873,351838,КофеШеф. Шаурма.,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Совхозная улица, дом 12",нет,предприятие быстрого обслуживания,True
5250,351416,Шаурма,"город Москва, Волочаевская улица, дом 12А, строение 1А",нет,предприятие быстрого обслуживания,True
346,351292,Перекусофф,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 40",нет,предприятие быстрого обслуживания,True
1204,351224,Шаурмания,"Российская Федерация, город Москва, внутригородская территория поселение Внуковское, улица Анны Ахматовой, дом 11, корпус 1",,предприятие быстрого обслуживания,True
5422,351015,Кофе на вынос,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Воронцовская улица, дом 35Б, корпус 2",,предприятие быстрого обслуживания,True
3982,350869,Близкая азия,"город Москва, Авиационная улица, дом 66",,предприятие быстрого обслуживания,True
2761,350689,Terminal Foodhall Vnukovo,"Российская Федерация, город Москва, внутригородская территория поселение Московский, деревня Лапшинка, земельный участок 8Д",,предприятие быстрого обслуживания,True
7665,350536,Пицца Суши ТАТ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Херсонская улица, дом 20, корпус 2",нет,предприятие быстрого обслуживания,True
7324,350419,СушиWok,"город Москва, Дмитровское шоссе, дом 73, строение 1",,предприятие быстрого обслуживания,True
4710,349957,Пицца Паоло,"город Москва, улица Маршала Бирюзова, дом 32",да,предприятие быстрого обслуживания,True
1397,349897,Элика,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Метрогородок, Открытое шоссе, дом 24, корпус 11",нет,предприятие быстрого обслуживания,True
