,ID,Name,Address,IsNetObject,TypeObject,is_actual
6607,358172,Pattaya,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 11, строение 13",,кафе,True
6564,358147,Camera Obscura,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 11, строение 13",нет,кафе,True
7037,358140,Wave California Poke,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 11, строение 13",нет,кафе,True
9653,358137,Истанбул кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 11, строение 13",нет,кафе,True
2,358126,Scarface,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Красноармейская улица, дом 10, корпус 2",,кафе,True
2636,357909,Хлеб с маслом,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 62А",нет,кафе,True
9857,357886,Моккано,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 7, корпус 3",нет,кафе,True
374,357825,Trattoria Siesta,"город Москва, улица Маршала Савицкого, дом 7",,кафе,True
7931,357763,Кофейня,"город Москва, проезд Берёзовой Рощи, дом 4",нет,кафе,True
9590,357746,Чайхана 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Огородный проезд, владение 22А",нет,кафе,True
4620,357706,Москальян,"город Москва, Ленинградское шоссе, дом 16А, строение 8",,кафе,True
7513,357669,Jinju,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 47, строение 1",нет,кафе,True
4029,357342,Grapefruit,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, улица Дыбенко, дом 7/1, строение 1",нет,кафе,True
6613,357163,МАКИНДОЛИ грузинская кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 43",нет,кафе,True
5168,357139,Шаверма Питерская и Суши,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 1-й Автозаводский проезд, дом 5",нет,кафе,True
6793,357068,Принцип вкуса,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Новодмитровская улица, дом 2, корпус 1А",нет,кафе,True
8184,357010,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 8, строение 1, машино-место 5134",да,кафе,True
9706,357007,Cafe My NEUGHBOURS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Плющиха, дом 27",нет,кафе,True
624,356953,Чайхана,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Бутырская улица, дом 84",,кафе,True
3727,356913,Городское кафе,"город Москва, улица Вавилова, дом 66",,кафе,True
6254,356903,Plov.com,"город Москва, Велозаводская улица, дом 13, строение 1",нет,кафе,True
540,356874,Coffee&Candy,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 8",,кафе,True
5497,356864,Шашлычная точка,"город Москва, Керченская улица, дом 13, строение 3А",нет,кафе,True
7552,356727,Nott Coffee,"город Москва, Большая Новодмитровская улица, дом 36, строение 6",,кафе,True
8726,356670,Juleas zang,"город Москва, Наставнический переулок, дом 3",нет,кафе,True
6149,356429,Антикафе «Кино Лето»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 2-й Кожуховский проезд, дом 29, корпус 2, строение 19",нет,кафе,True
5772,356206,Алло Пицца,"город Москва, улица Константина Федина, дом 11, строение 4",,кафе,True
718,356193,Кофейня,"город Москва, улица Гурьянова, дом 4, корпус 2, строение 2",нет,кафе,True
2670,356172,Кофейня «Jeffreys»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, улица Каховка, дом 29А",нет,кафе,True
7898,356006,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Театральный проезд, дом 5, строение 1",да,кафе,True
114,355936,Tokyo Express,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",,кафе,True
3876,355902,Гастробар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Дмитровское шоссе, дом 163А, корпус 1",нет,кафе,True
9597,355825,NLO coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 33",нет,кафе,True
4909,355813,Bob's coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Карманицкий переулок, дом 9",нет,кафе,True
8958,355728,Кофейня «Восемь вафель»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Севастопольский проспект, дом 51, корпус 2",,кафе,True
7769,355378,Heavy Hase lounge bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Нижегородская улица, дом 25",,кафе,True
8826,355177,ПАЛЕХСКИЙ ДВОРИК,"город Москва, Палехская улица, дом 126",,кафе,True
2025,354967,5 Хleбоv&2 Рыбы,"город Москва, Ленинградский проспект, дом 37Б",нет,кафе,True
6831,354614,Surf coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Охотный Ряд, дом 2",нет,кафе,True
6152,354591,Кафе шашлычная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, Волгоградский проспект, дом 42, корпус 29",,кафе,True
2598,354559,Sulawest coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Электродная улица, дом 2, строение 1",нет,кафе,True
952,354447,КАФЕ ПРИ МОЙКЕ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 10, корпус 4",нет,кафе,True
3696,354444,КАФЕ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 10, корпус 1",нет,кафе,True
7473,354344,Oblivion,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бакунинская улица, дом 23-41",нет,кафе,True
8949,354301,ЧебурекМи,"город Москва, 1-я Квесисская улица, дом 18",нет,кафе,True
2036,353991,Кафе,"город Москва, Тихорецкий бульвар, дом 1, строение 6",нет,кафе,True
3483,353953,Кафе,"город Москва, Ленинградский проспект, дом 37Б",нет,кафе,True
8996,353689,Мята Lounge,"город Москва, Дмитровское шоссе, дом 71Б",да,кафе,True
7472,353538,КАФЕ СОВА,"город Москва, поселение ""Мосрентген"", вблизи дер. Дудкино, дом 1Б/Н",нет,кафе,True
9880,353316,Mac&cheese,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Рождественский бульвар, дом 1",,кафе,True
7435,353176,Плов-центр,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1Д, строение 2",нет,кафе,True
9636,353019,СушиWok,"город Москва, Амурская улица, дом 1А, корпус 4",нет,кафе,True
3076,352966,Blizz,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Бумажный проезд, дом 4",нет,кафе,True
5616,352852,Хинкали Хачапури,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская улица, дом 25-27",,кафе,True
8853,352580,Пекарня Хлебница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, улица Верхняя Масловка, дом 21",,кафе,True
6050,352371,Lele,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Садовая-Каретная улица, дом 8, строение 1",,кафе,True
1839,352294,Dee Thai,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Тишинская площадь, дом 1, строение 1",нет,кафе,True
5944,352270,Самарканд,"город Москва, Новослободская улица, дом 4",нет,кафе,True
8136,352114,Приедприятие быстрого питания,"город Москва, Новочерёмушкинская улица, дом 44, корпус 1, строение 1",,кафе,True
2820,352096,Левантийская кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Рогожский Вал, дом 5, строение 1",нет,кафе,True
3893,351937,Хачапури и Вино,"улица Солянка, дом 1/2, строение 1, помещение 10/2",,кафе,True
2474,351905,Кафе,"город Москва, Ореховый бульвар, дом 14, корпус 3, строение 4",нет,кафе,True
78,351805,Кафе Сорока,"город Москва, Никольская улица, дом 17, строение 1",нет,кафе,True
5213,351469,Кафе Хинкальная,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 21, строение 1",,кафе,True
6151,351270,Очаг,"город Москва, Муравская улица, дом 38, корпус 2",нет,кафе,True
6002,351194,Кафе Перекресток,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Дмитровское шоссе, дом 80, строение 1",,кафе,True
3736,350859,ZAMES,"город Москва, Каширское шоссе, дом 61Г",нет,кафе,True
9835,350727,КАФЕ ШАМХОР,"город Москва, поселение ""Мосрентген"", Калужское шоссе, 20-й километр, владение 4, строение 1",,кафе,True
695,350545,Крошка картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Тихорецкий бульвар, владение 1, строение 2",,кафе,True
7647,350503,JUICE CITY 0 этаж,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,кафе,True
9763,350039,Food market,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 11, строение 13",нет,кафе,True
5916,350020,Кафе ВКУСНО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, улица Подольских Курсантов, дом 26, строение 1",,кафе,True
3395,349843,Чайхона,"город Москва, Дмитровское шоссе, дом 91",,кафе,True
3124,349831,Морюшко,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Вавилова, дом 3",нет,кафе,True
4806,349786,FOYER,"город Москва, улица Усиевича, дом 23",,кафе,True
3034,349617,Вьет Лотос вьетнамская кухня,"город Москва, Варшавское шоссе, дом 87Б",,кафе,True
9043,349512,Кафе,"город Москва, Вернисажная улица, дом 13",нет,кафе,True
9448,349476,Конфеты Победа,"улица Ленинская Слобода, дом 26, помещение 102Н/5",,кафе,True
1111,349107,Кафе Rigel,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Рублёвское шоссе, дом 40, корпус 2",,кафе,True
3177,349086,Кафе ОШ,"город Москва, Фестивальная улица, дом 2А",,кафе,True
554,348845,Bistro OSTRO,"город Москва, Олонецкая улица, дом 4",,кафе,True
1892,348824,Кафе Шаурма,"город Москва, Дубнинская улица, дом 12Б, строение 1",нет,кафе,True
3799,348767,TinE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Малая Бронная улица, дом 21/13, строение 1",,кафе,True
5398,348739,Темаки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, улица Дмитриевского, дом 1",нет,кафе,True
9390,348593,NEF кафе,"проспект Маршала Жукова, дом 4, строение 1, помещение 2П",нет,кафе,True
1789,347975,Кафе 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Новоясеневский проспект, дом 46, строение 2",,кафе,True
2209,347925,Manny's Burger,"город Москва, Мячковский бульвар, дом 3А",нет,кафе,True
6356,347850,Немедленно кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Трифоновская улица, дом 61, корпус 1",,кафе,True
3465,347802,Лакса,"город Москва, Усачёва улица, дом 26",нет,кафе,True
2248,347671,Новатор,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Мукомольный проезд, дом 2",нет,кафе,True
9750,347211,Пицца-кофе,"город Москва, улица Вавилова, дом 66",нет,кафе,True
9016,346882,Чайхана Элина,"город Москва, 1-я улица Машиностроения, дом 10",,кафе,True
2472,346824,Больше чем кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Донская улица, дом 8",,кафе,True
6490,346775,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 1-й Автозаводский проезд, дом 4, корпус 1",,кафе,True
1452,346694,Coffe Fest,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1, строение 1",,кафе,True
4757,346643,Кофе с собой,"город Москва, улица Милашенкова, дом 7, корпус 1",да,кафе,True
1439,346401,Sticks,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",,кафе,True
1899,346377,МАРУ,"город Москва, площадь Джавахарлала Неру, дом 1",нет,кафе,True
3114,346301,Хинкальная,"город Москва, Холодильный переулок, дом 3, корпус 1",нет,кафе,True
1563,346216,Хлеб с маслом,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Профсоюзная улица, дом 61А",,кафе,True
4343,346112,Pan coffee,"город Москва, Дмитровское шоссе, дом 124А",,кафе,True
5594,345952,Chef duck,"город Москва, Смоленская площадь, дом 5",,кафе,True
4297,345933,МоSШашлык,"Ясный проезд, дом 26, корпус 2, помещение 2П",нет,кафе,True
6089,345764,Папа Джонс,"город Москва, Аэродромная улица, дом 5",,кафе,True
9141,345640,Суши Стор,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Боровское шоссе, дом 6",нет,кафе,True
583,345563,Кофе Рублев,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Рублёвское шоссе, дом 48/1",нет,кафе,True
4846,345455,Лавка кулинара Ем&Ем,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 8, корпус 1",нет,кафе,True
7936,345382,Кафе,"Российская Федерация, город Москва, внутригородская территория поселение Вороновское, деревня Косовка, земельный участок 1",,кафе,True
5577,345236,ABC coffee roasters,"город Москва, Усачёва улица, дом 11",,кафе,True
548,345055,Буханка,"город Москва, улица Обручева, дом 5А",,кафе,True
386,344998,Rumline,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 15",нет,кафе,True
458,344916,Кафе в ТЦ,"город Москва, микрорайон Северное Чертаново, корпус 208",нет,кафе,True
7114,344895,Душу Наружу,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Житная улица, дом 10",нет,кафе,True
4080,344869,Salatico,"город Москва, Манежная площадь, дом 1, строение 2",,кафе,True
8421,344865,Pohongon,"город Москва, Манежная площадь, дом 1, строение 2",нет,кафе,True
5687,344860,ЖУ И,"город Москва, Манежная площадь, дом 1, строение 2",нет,кафе,True
450,344749,Бильярдный клуб Москва (БКМ),"город Москва, улица Академика Варги, дом 8, корпус 1",нет,кафе,True
5473,344252,Кафе Пронто,"город Москва, улица Новинки, дом 12Б",да,кафе,True
5320,344225,Вкусно.Сладко.Домашняя кондитерская,"город Москва, улица Константинова, дом 11А",нет,кафе,True
4150,344220,КОФЕЙНЯ JETLAG,"город Москва, улица Соловьиная Роща, дом 16",,кафе,True
2254,344158,Бистро «Арена»,"город Москва, улица Лужники, дом 24, строение 1",нет,кафе,True
6771,344120,Кафе Уголок вкуса,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 61",нет,кафе,True
5584,344115,Кафе «Сочи»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Мажоров переулок, дом 5, строение 3",,кафе,True
2021,343794,Закусочная «Стейк и Бургер» от Мираторг,"улица Барклая, дом 6, строение 3, помещение 7Н/4",,кафе,True
2626,343710,Чайхана Райхан,"город Москва, 1-я Магистральная улица, дом 18, строение 1",нет,кафе,True
6275,343632,Хлебная Мануфактура №1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 57, строение 2",нет,кафе,True
595,343601,Папа Джонс Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Лобненская улица, дом 14",да,кафе,True
9626,343568,Murloftik,"город Москва, Нововладыкинский проезд, дом 1, корпус 2",нет,кафе,True
1810,343518,Шоколадница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Сущёвский Вал, дом 5, строение 8",да,кафе,True
1072,343445,Кафе-пиццерия «Тока Пицца»,"Российская Федерация, город Москва, внутригородская территория поселение Внуковское, деревня Ликова, земельный участок 33",,кафе,True
4843,343417,Вкус Востока,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Пролетарский проспект, дом 20, корпус 2",нет,кафе,True
8717,343328,Кофе на вынос So Bright Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Ленинский проспект, дом 30",,кафе,True
4750,343295,Пиццерия,"город Москва, улица Можайский Вал, дом 10",нет,кафе,True
3777,343092,Пита и Сувлаки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Самотёчная улица, дом 13",,кафе,True
6688,342723,Тропик Lounge,"город Москва, улица Авиаконструктора Миля, дом 2А",нет,кафе,True
4759,342400,Коленки пчелы,"город Москва, Кочновский проезд, дом 4, корпус 2",нет,кафе,True
677,342396,Коленки пчелы,"город Москва, Кочновский проезд, дом 4, корпус 2",,кафе,True
5501,342389,Шоколадница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",да,кафе,True
6538,342231,ЛАВКА ДОБАВКА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Верейская улица, дом 29, строение 33, помещение 1Н/3",нет,кафе,True
4231,342195,Мята PLATINUM,"город Москва, проспект Вернадского, дом 86Б",нет,кафе,True
1940,342074,Апрель кафе караоке,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, проспект 60-летия Октября, дом 20",,кафе,True
4469,342046,Вьетнамская кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Мясницкая улица, дом 24/7, строение 8",нет,кафе,True
7201,342044,Донер Бистро,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Мясницкая улица, дом 24/7, строение 8",нет,кафе,True
8603,341925,Panda Express,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 75",да,кафе,True
8599,341910,Morocco,"город Москва, Петрозаводская улица, дом 34",,кафе,True
8773,341821,Семави,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Крылатская улица, дом 33, корпус 3",нет,кафе,True
6788,341794,Хинкальная БОТОТА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, Новочерёмушкинская улица, дом 26",нет,кафе,True
2849,341793,Домино'с Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, Маленковская улица, дом 32, строение 2",,кафе,True
9320,341541,Flip,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",нет,кафе,True
934,341326,Пекарня Буханка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Метрогородок, Тагильская улица, дом 4В",нет,кафе,True
3894,341110,Istanbul Kebab,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 8, строение 1, машино-место 5134",,кафе,True
1601,341073,Халяль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Череповецкая улица, дом 4А",нет,кафе,True
6287,340711,Везувио,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 66",нет,кафе,True
9824,340525,SUZUMI,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,кафе,True
138,340243,Дабл Би,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Большой Кисловский переулок, дом 1, строение 2",да,кафе,True
8835,340241,Dragon Mixology Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 12, строение 1",нет,кафе,True
1516,340150,MosKalyan,"город Москва, Братиславская улица, дом 13, корпус 1",да,кафе,True
1016,340115,Грузинская Кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Астраханский переулок, дом 1/15",нет,кафе,True
1329,340054,Manhattan Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Доброслободская улица, дом 21",,кафе,True
3600,340038,Фитнес бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, улица Ивана Сусанина, дом 1/1, строение 1",нет,кафе,True
2245,339969,Petrushka,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 72, корпус 3",нет,кафе,True
5324,339938,Barbados,"город Москва, Хорошёвское шоссе, дом 90",нет,кафе,True
7117,339919,Тянь гун,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижняя Красносельская улица, дом 35, строение 59",,кафе,True
5446,339902,Траттория XII,"Российская Федерация, город Москва, внутригородская территория поселение Внуковское, улица Бориса Пастернака, дом 12",нет,кафе,True
1122,339846,Чудо-Юдо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Новый Арбат, дом 21",нет,кафе,True
5401,339689,Vermuterium,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",,кафе,True
6725,339685,Polechai,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",,кафе,True
4001,339666,Chipock,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",нет,кафе,True
803,339472,Пицца-Экспресс,"Российская Федерация, город Москва, внутригородская территория поселение Вороновское, деревня Ясенки, дом 48, строение 1",нет,кафе,True
5976,339333,Чайхана Нават,"город Москва, 1-й Дорожный проезд, дом 1, корпус 2",нет,кафе,True
3677,339282,The Green Yard,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, улица Викторенко, дом 11, квартира 53/54",нет,кафе,True
6301,339229,Шоколадница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Малая Дмитровка, дом 4",да,кафе,True
6594,339156,Грузинский буфет,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 77, корпус 2",нет,кафе,True
4077,338926,Seven,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Дмитровский переулок, дом 7",нет,кафе,True
4668,338912,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 186, корпус 1",нет,кафе,True
7691,338833,Донер Хаус Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Грузинский переулок, дом 6",нет,кафе,True
9789,338825,ВЬЕТНАМСКАЯ КУХНЯ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ростокино, проспект Мира, дом 167",нет,кафе,True
838,338731,Beauty Pub,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Докучаев переулок, дом 3, строение 1",нет,кафе,True
4279,338602,Carrochi Osteria,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Красина, дом 27, строение 1",нет,кафе,True
6671,338595,Баракат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская площадь, дом 88, строение 2",,кафе,True
5196,338396,Кафе Рыбиус,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 92, корпус 3",,кафе,True
7036,338131,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 60, корпус 1",да,кафе,True
1392,338053,Gastrobar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 8, строение 1, машино-место 5134",нет,кафе,True
6981,337792,Кафе «Зеленая точка»,"город Москва, Пресненская набережная, дом 10, строение 2",,кафе,True
5724,337461,Joline,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Руновский переулок, дом 5, строение 1",нет,кафе,True
383,337424,Данкин Донатс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Краснопресненская набережная, дом 16, строение 1",,кафе,True
9162,337385,Суши WOK,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, улица Малое Понизовье, дом 10",,кафе,True
1341,337377,БолБолФуд,"город Москва, Щёлковское шоссе, дом 45А",нет,кафе,True
2441,337371,Березка,"город Москва, Курганская улица, владение 9А, строение 1",,кафе,True
506,332290,Will Taste,"город Москва, Садовническая улица, дом 80",нет,кафе,True
2619,332256,Кафе «У ЛОРЕНЦО»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Профсоюзная улица, дом 126, корпус 3",,кафе,True
5668,332126,Кафе «ONE PRICE COFFEE»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Вавилова, дом 64/1, строение 1",,кафе,True
5171,332085,Jeffreys Coffeshop,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, проспект Вернадского, дом 6",,кафе,True
4020,332079,Шаурма,"город Москва, 3-й Новомихалковский проезд, дом 9",нет,кафе,True
7543,331809,В облаках,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Большая Семёновская улица, дом 11, строение 2",нет,кафе,True
3057,331752,МЯТА CYBER,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Ярцевская улица, дом 25А",нет,кафе,True
