ID,Name,Address,IsNetObject,TypeObject,is_actual
120857,Кафе на АЗС,"город Москва, город Троицк, Калужское шоссе, владение 10",,,
304601,Хмельной Рай,"город Москва, внутригородская территория муниципальный округ Дмитровский, Дмитровское шоссе, дом 107А, корпус 4",нет,,
366648,Вьетнамская кухня «Vua Pho»,"город Москва, Багратионовский проезд, дом 1А, корпус 1",нет,,
29159,СТОЛОВАЯ ШК 498,"город Москва, 2-я Дубровская улица, дом 3",,столовая,True
288327,Шоколадница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, Каширское шоссе, дом 26",,,
26208,Ресторан «ЯвМясо»,"город Москва, Сиреневый бульвар, дом 25А",нет,ресторан,True
341262,Чайхана,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Большая Черкизовская улица, дом 5А",нет,,
338535,Буфет,"город Москва, Пятницкое шоссе, дом 18",,буфет,True
349076,Meal Pleasure,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Ясеневая улица, дом 40",нет,,
332278,PIPL караоке клуб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Удальцова, дом 85Б",нет,,
359780,Ебидоеби,"Ходынский бульвар, дом 2, помещение 1/1",нет,ресторан,True
305685,Bagetteria,"Москва, ул. Авиаконструктора Миля, вл. 5/1",нет,предприятие быстрого обслуживания,True
29432,МФЮА «НАНО ФРЕШ»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Варшавское шоссе, дом 81, корпус 2",нет,столовая,True
318302,Дело Вкуса,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 10",,,
273755,Шаурма,"город Москва, Пролетарский проспект, дом 26А",,,
24229,Шоколадница,"город Москва, Большая Грузинская улица, дом 2/12, строение 1",да,,
180508,Банкетный зал Орион Холл,"город Москва, Мичуринский проспект, дом 43",нет,,
193093,КОФЕПОРТ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Тимура Фрунзе, дом 22",да,кафетерий,True
174783,Находка,"город Москва, Ярцевская улица, дом 19",,,
375289,Пицца Канноли,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, Маломосковская улица, дом 22, строение 1",нет,,
339484,Кофейня Paulo Frau,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Якорная улица, дом 4",,,
310358,Домино'с Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Россошанский проезд, дом 3Г",,,
348958,Фудтрак ( 4 объекта),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, проспект Вернадского, дом 6",нет,,
208757,Дагестанская лавка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижняя Красносельская улица, дом 35, строение 59",,кафе,True
321935,Крошка-Картошка,"город Москва, Тушинская улица, дом 17",,кафе,True
227774,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 4",,,
105439,Коте Азур,"город Москва, Новослободская улица, дом 23",нет,,
219215,Алазанская долина,"город Москва, Шенкурский проезд, дом 14",,,
193094,Онегин,"город Москва, улица Малая Полянка, дом 2",нет,,
21577,При школе 1797,"город Москва, Алымов переулок, дом 15",,,
362561,Кафе Дон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Большая Серпуховская улица, дом 58",нет,,
343859,Кофеграфия,"город Москва, 1-я Останкинская улица, дом 53",,кафетерий,True
302506,Просто Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, 2-я Звенигородская улица, дом 13, строение 41",,кафе,True
236202,Драма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 4А",нет,,
244711,Суши-бар,"город Москва, Окская улица, дом 1, корпус 1",нет,,
374557,Я ем ГОУ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 3",нет,,
287140,Паб PivTown,"город Москва, проезд Дежнёва, дом 2А",нет,бар,True
270132,Сапфир,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Совхозная улица, дом 3, строение 2",,кафе,True
372178,Буханка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, улица Красная Сосна, дом 3",да,,
139584,Кафе-столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Старый Петровско-Разумовский проезд, дом 5-13",,,
190598,Бодрый день Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Бумажный проезд, дом 14, строение 2",,кафетерий,True
286637,DARK HORSE COFFEE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Авиамоторная улица, дом 30",нет,закусочная,True
372849,KEBABUSHKI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, улица Лётчика Бабушкина, дом 1, корпус 3",нет,,
313742,Мята Lounge,"город Москва, Шмитовский проезд, дом 39, корпус 1",,бар,True
372176,Лайм 312,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Зелёный проспект, дом 1А",,,
255505,BANFI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 27",,ресторан,True
338189,Кафе Зефир,"город Москва, 5-й Донской проезд, дом 15",нет,,
26192,Вкусно - и точка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Дмитровское шоссе, дом 163А, корпус 1",да,,
371093,Singer,"улица Арбат, дом 13, помещение 2П",нет,,
23682,Кафе «Баваро»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 1, строение 4",нет,кафе,True
102906,Ресторан «Max Beef for Money»,"город Москва, Большой Козихинский переулок, дом 4",нет,ресторан,True
23747,СТОЛОВАЯ ГБПОУ ЗКНО,"город Москва, улица Толбухина, дом 7, корпус 2",,столовая,True
326049,Кебаб Хаус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Мещерский проспект, дом 22, строение 1",да,закусочная,True
345318,Донер 24,"город Москва, Кронштадтский бульвар, дом 13/2, корпус 1",,предприятие быстрого обслуживания,True
306734,Сабфилд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 46",нет,бар,True
280669,Это Кофейня,"город Москва, Тверская улица, дом 20, строение 1",нет,,
20637,Буфет в «БОК на Дубнинской»,"город Москва, Дубнинская улица, дом 6",,,
23326,Столовая ГБОУ СОШ № 1747,"город Москва, 3-й Митинский переулок, дом 12, корпус 1",нет,,
260577,Мята Lounge,"город Москва, Хвалынский бульвар, дом 4, корпус 1",да,кафе,True
105989,Люди как люди,"Солянский тупик, дом 1/4, строение 2",,,
237302,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Варшавское шоссе, дом 129, корпус 2",нет,,
298712,Каприз,"город Москва, Рязанский проспект, дом 7Д",нет,,
153397,Столовая при ГБПОУ ПТ № 2 (колледж),"город Москва, 1-й переулок Тружеников, дом 12, строение 4",,,
289409,Батони,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",нет,,
331709,Пончики,"город Москва, Мичуринский проспект, дом 26, строение 1",нет,,
26091,Тратория Semplice,"город Москва, улица Коровий Вал, дом 7, строение 1",да,,
29347,СТОЛОВАЯ ШКОЛЫ 549,"город Москва, Кировоградская улица, дом 21",,столовая,True
355055,Чайхана Медина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Севастопольский проспект, дом 18А",нет,,
368052,Brunchy Brunch,"город Москва, Ленинградский проспект, дом 29, корпус 4",,,
297557,ARZON FOOD,"город Москва, Фестивальная улица, дом 17, корпус 1А",нет,предприятие быстрого обслуживания,True
22983,Ресторан «Тануки»,"город Москва, улица Коштоянца, дом 1А",,ресторан,True
347931,LAU кафе,"город Москва, Мячковский бульвар, дом 3А",нет,,
231434,Грамотный кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Чистопрудный бульвар, дом 23, строение 1",нет,,
76888,ЛОЗА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Институтский переулок, дом 2",,,
319670,Шаурма Chef Doner,"улица Адмирала Руднева, дом 20, помещение 3Н/3",нет,предприятие быстрого обслуживания,True
217256,Суши Store,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, проспект Андропова, дом 36",нет,кафе,True
339472,Пицца-Экспресс,"Российская Федерация, город Москва, внутригородская территория поселение Вороновское, деревня Ясенки, дом 48, строение 1",нет,кафе,True
371350,Кафе на аллеях,"Российская Федерация, город Москва, внутригородская территория поселение Десеновское, Чароитовая улица, дом 1, корпус 5",,,
293513,Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Трофимова, дом 3",нет,,
346395,Dragon Mixology Bar,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",нет,,
328173,Чайхана Аксарай,"город Москва, улица Марьинский Парк, дом 49",,кафе,True
369946,Дом.Кимчи,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Балаклавский проспект, дом 2, корпус 6",,,
204469,Кафейня Кофе мира,"город Москва, Хлебозаводский проезд, дом 7, строение 10",нет,,
259027,Каббин,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, площадь Савёловского Вокзала, дом 2",нет,,
20049,Бегония-Л,"город Москва, Минская улица, дом 11, строение 1А",нет,,
20433,Бар ЛОББИ гостиницы Балчуг,"город Москва, улица Балчуг, дом 1",,,
309264,Чинар,"город Москва, 1-я Квесисская улица, дом 18",нет,,
373916,Едаки твоя шаверма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Бутырская улица, дом 84",нет,,
104788,СТОЛОВАЯ Le Cafe,"город Москва, Волоколамское шоссе, дом 142",нет,,
230344,Суши,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Плещеева, дом 4",нет,,
284804,1Заговор,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Старое Крюково, город Зеленоград, корпус 843",,,
331556,За обе щеки,"город Москва, улица Ленинская Слобода, дом 19",нет,,
311482,Чайхона Идрис 24 пв,"город Москва, Люблинская улица, дом 112, строение 3",,закусочная,True
20326,Кафе «Телескоп»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Садовая-Кудринская улица, дом 5, строение 1",нет,кафе,True
314845,СтардогS,"город Москва, Профсоюзная улица, дом 129А",да,предприятие быстрого обслуживания,True
344248,Trust Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 25, строение 1",нет,,
367065,Чайхона Бек,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, улица Эдварда Грига, дом 17",нет,,
206064,KUZINA,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Ленинский проспект, дом 73/8",,,
360738,Fresh bar свежевыжатые соки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Комсомольская площадь, дом 6, сооружение 1",нет,,
318616,МОРЕ ПИВА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Голиковский переулок, дом 14/11, строение 2",нет,,
371828,ABC Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Малый Патриарший переулок, дом 5, строение 1",нет,кафе,True
347725,Soul Seuol,"город Москва, Усачёва улица, дом 26",нет,,
357135,SOUL,"Кривоколенный переулок, дом 10, строение 4, помещение 37Ц",,,
348701,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",,предприятие быстрого обслуживания,True
362395,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Нежинская улица, дом 5, строение 1",,,
311281,Torro Grill,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",нет,ресторан,True
364787,Зерно,"город Москва, Новоясеневский проспект, владение 12А, строение 1",,,
314031,Кулинария «Арамье»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 7А",нет,,
362695,Quanto Basta,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 20",нет,,
293446,Viet Thai Kitchen,"город Москва, проспект Андропова, дом 1А",,,
356856,Здрасте,"город Москва, улица Поляны, дом 5А, корпус 1",,,
338731,Beauty Pub,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Докучаев переулок, дом 3, строение 1",нет,кафе,True
23226,Новогиреевское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Новогиреевская улица, дом 20/34, корпус 3",нет,,
365788,Крошка Картошка,"город Москва, улица 10-летия Октября, дом 13",да,,
359407,Трава и шишки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Трифоновская улица, дом 45",нет,кафе,True
372074,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Филёвский бульвар, дом 6",нет,,
357246,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Большая Семёновская улица, дом 10, строение 15",нет,,
350555,ПУТЬ БАРАШКА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,ресторан,True
372517,Штолле,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 62",да,,
222220,Теремок,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Кронштадтский бульвар, дом 3А, строение 1",да,,
343876,Кофе,"город Москва, Рижский проезд, дом 8",нет,,
279658,Суши сет,"город Москва, Озёрная улица, дом 9, помещение 68/1П",да,,
302191,Шаурма,"город Москва, Измайловское шоссе, дом 69Д",нет,,
369745,Бар Бульдог,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Октябрьская улица, дом 35",,бар,True
309369,IRISHMAN PUB,"город Москва, улица Соловьиная Роща, дом 16",нет,,
362565,Бодро Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Волоколамское шоссе, дом 1, строение 1",нет,,
185715,Пицца ДЖЭТ,"город Москва, Южнобутовская улица, дом 58",,магазин (отдел кулинарии),True
27062,МНТК МХ ГЛАЗА КАФЕ,"город Москва, Бескудниковский бульвар, дом 59А",нет,кафе,True
285375,Стамбул Донер Гриль,"Сокольническая площадь, дом 4, корпус 1-2, помещение 4П",нет,кафетерий,True
247393,Пивотека Савела,"город Москва, Новодмитровская улица, дом 2, корпус 6",нет,,
23277,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Молодогвардейская улица, дом 13",,,
374249,Stars Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Балчуг, дом 3/2",,кафетерий,True
277303,Донер Кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Отрадная улица, дом 7",,,
275653,Guavabar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Алтуфьевское шоссе, дом 70, корпус 1",нет,,
200852,Kozlovna на Пушкинской Пилзнер,"город Москва, Малый Путинковский переулок, дом 1/2, строение 1",да,,
371775,Хлебница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 8",нет,,
219027,Три Обезьяны,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Грузинская улица, дом 4-6, строение 1В",нет,бар,True
293073,Пицца Экспресс Pizza 24 express,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Бакинская улица, дом 6",,кафе,True
119937,Рыба моя,"город Москва, Цветной бульвар, дом 2",нет,,
284265,Беловъ,"город Москва, улица Маросейка, дом 9/2, строение 6",нет,,
331155,Пекарня «Дон Батон»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1106",нет,,
294891,BLAK NHAI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 2/1, строение 1",нет,,
328417,Шаурма выпечка,"город Москва, улица Брусилова, дом 33, корпус 1",нет,,
136821,Кофейня,"город Москва, Летниковская улица, дом 4, строение 5",нет,,
21457,ГБОУ «Школа №1208 имени Героя Советского Союза М.С. Шумилова»,"город Москва, Зеленодольская улица, дом 33, корпус 2",нет,,
248982,Столовая,"город Москва, улица Садовники, дом 11А, строение 12",,,
146580,"Хинкальная, Шашлыки","город Москва, Часовая улица, дом 11",,,
346387,Практика кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Ломоносовский проспект, дом 29, корпус 1",,,
355851,SeDelice,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Новый Арбат, дом 7, строение 1",,,
270101,Семейное кафе New Life,"город Москва, Лазоревый проезд, дом 3, машино-место 148",,кафе,True
322537,Кафетерий Снэко,"город Москва, улица Маршала Савицкого, дом 7",,,
225326,KFC,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 1",,,
29472,Столовая в школе 1150 корп.1609,"город Москва, город Зеленоград, корпус 1609",,столовая,True
305931,Бургерная «Между булок»,"город Москва, Балаклавский проспект, дом 5А",нет,кафе,True
309450,ЛАНЧ ОФИС КАФЕ,"город Москва, проспект Андропова, дом 22",,столовая,True
356639,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 18Б",нет,,
349330,Belgian Beer Cafe,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Цветной бульвар, дом 2, квартира 92/93",,,
273811,Оттепель,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проспект Мира, дом 119, строение 311",,,
271418,OTIUM Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Усачёва улица, дом 10, строение 1",нет,кафе,True
259839,Чайхана Очаг,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, проезд Дежнёва, дом 23",нет,,
326904,CHOKOBERRY,"город Москва, Смоленская площадь, дом 5",,предприятие быстрого обслуживания,True
186965,ROLL & BEER,"город Москва, поселение Воскресенское, посёлок Воскресенское, дом 39",,кафе,True
340320,Fugu,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",,,
340100,Полдень,"город Москва, Чистопрудный бульвар, дом 23, строение 2",нет,кафетерий,True
229823,Dolce far Niente,"Смоленская улица, дом 6, помещение 1Н/2",,,
210885,KFC,"город Москва, Манежная площадь, дом 1, строение 2",,,
252484,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Вавилова, дом 3",да,кафетерий,True
319828,Glotok,"город Москва, город Московский, Радужная улица, дом 14, корпус 1",,,
20971,Буфет при СОК РГАУ-МСХА им. К.А. ТИМИРЯЗЕВА,"город Москва, Лиственничная аллея, дом 12Б",нет,буфет,True
357933,МаяКофский,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Поклонная улица, дом 3, корпус 2",,,
329651,Донер Пекарня Стамбул,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Каширское шоссе, дом 96, корпус 1",,,
364938,Хлебница пекарня,"город Москва, улица Серпуховский Вал, дом 3",,кафетерий,True
286753,Академия Еды «Хочу Хычин»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Стремянный переулок, дом 38",нет,,
288349,Жара Кафе,"город Москва, 1-й Магистральный тупик, дом 11, строение 1",,кафе,True
329030,Крошка-Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, 2-я Рейсовая улица, дом 2, корпус 5",нет,,
229604,Ем-поем,"город Москва, Партийный переулок, дом 1, корпус 12",,,
225729,Горячая кукуруза Хот Дог,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 12, корпус 2",,предприятие быстрого обслуживания,True
325269,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Ярцевская улица, дом 25А",,предприятие быстрого обслуживания,True
208780,Pro Пельмени,"город Москва, Нижняя Красносельская улица, дом 35, строение 59",нет,,
314271,Ресторан «KFC»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Багратионовский проезд, дом 7, корпус 2",да,,
337594,"Мясо в лаваше, кебаб","Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, улица Новинки, дом 12А",,предприятие быстрого обслуживания,True
283644,Кофейня,"город Москва, улица Лужники, дом 24, строение 4",,,
202197,Catavina,"город Москва, Лялин переулок, дом 8, строение 2",нет,,
204706,The 312,"город Москва, Сущёвская улица, дом 21, строение 5",нет,,
198182,Вкусная столовая,"город Москва, проспект Мира, дом 102, корпус 2",нет,,
330173,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 40",да,предприятие быстрого обслуживания,True
230433,Шаурма,"город Москва, 3-я улица Ямского Поля, дом 13",нет,,
343742,RIBAMBELLE cafe&shop,"город Москва, Шелепихинская набережная, дом 34, корпус 2",нет,,
267446,Стадиум,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Живописная улица, дом 21, строение 5",,,
255770,Буфет,"город Москва, Октябрьская железная дорога, Московское, 611 километр, строение 1",нет,,
239151,Ливан хаус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",нет,,
173277,Пекарня,"город Москва, Духовской переулок, дом 14",нет,,
25873,БУТЧЕР,"город Москва, улица Малая Дмитровка, дом 20",,,
150883,Школа,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Вспольный переулок, дом 6, строение 1",нет,,
139001,Библиотека,"город Москва, Новоорловская улица, дом 9",нет,кафе,True
149873,Хинкали Пойнт,"город Москва, Лесная улица, дом 20, строение 1",нет,кафе,True
304924,Чайхана Сезам,"город Москва, 2-я Хуторская улица, дом 31А, строение 6",,ресторан,True
21469,ЗАГОРЬЕ ШК.№5,"город Москва, Бирюлёвская улица, дом 20",нет,столовая,True
315008,Мята Кибер,"город Москва, Алтуфьевское шоссе, дом 8",нет,,
142611,Кафе «I love cake»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большой Патриарший переулок, дом 4",нет,кафе,True
284606,Пекарня Дони,"город Москва, улица Габричевского, дом 10, корпус 2",нет,,
160524,FARШ,"город Москва, Сокольническая площадь, дом 9",да,,
266758,Воккер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, проспект Вернадского, дом 6",да,,
206929,Zodiac,"город Москва, Смоленская площадь, дом 3",,ресторан,True
190928,EZO Хинкальная,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,,
277978,ФоБоЮ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Комсомольский проспект, дом 28",,кафе,True
311317,Свежевыжатые соки и коктейли,"город Москва, Щукинская улица, дом 42",,,
341326,Пекарня Буханка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Метрогородок, Тагильская улица, дом 4В",нет,кафе,True
23559,СТОЛОВАЯ ШКОЛА 843,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 23, строение 2",нет,,
375536,Bodro coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 54/2, строение 1",нет,,
258004,Вокмания,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 12, корпус 2",нет,закусочная,True
372558,Ресторан Печора,"город Москва, Волоколамское шоссе, дом 62",,,
318155,One price coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 32, строение 2",,,
350292,"THE HAT, JAZZ BAR","город Москва, Тверская улица, дом 20, строение 1",нет,бар,True
152431,PAPA BARVILLAGE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 1-я Брестская улица, дом 2, строение 3",нет,ресторан,True
362843,Buddy Burger,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 50/2, строение 2",,,
243888,Естествознание,"город Москва, Цветной бульвар, дом 26, строение 1",нет,,
174764,Мисада,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Новодмитровская улица, дом 1, строение 10",,предприятие быстрого обслуживания,True
24463,Парус,"город Москва, Преображенская площадь, дом 6",нет,,
138533,Горница,"город Москва, город Зеленоград, корпус 317А, строение 1",нет,кафе,True
343102,Столовая при ГБОУ Школа 171,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, 3-я Фрунзенская улица, дом 10",нет,,
181819,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, улица Академика Королёва, дом 13, строение 1",нет,,
