ID,Name,Address,IsNetObject,TypeObject,is_actual
276191,Турецкая лавка,"город Москва, Болотная набережная, дом 3, строение 2",нет,,
212112,Cofta,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марфино, Гостиничная улица, дом 5",,,
328691,Хот-доги дорого 8956,"город Москва, Садовая-Спасская улица, дом 19, корпус 1",нет,,
320381,HookahPlace,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Академика Понтрягина, дом 14",нет,,
341724,Пшеница,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Большая Черкизовская улица, дом 15",,,
29027,ГБОУ ШКОЛА 896 «КДП»,"город Москва, Воронежская улица, дом 26, корпус 4",,,
23323,СТОЛОВАЯ ПРИ ГОУ СОШ № 590,"город Москва, Кастанаевская улица, дом 10",нет,,
369571,Вкусная точка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 23/16",нет,,
371819,Russianwinebar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Балчуг, дом 3/2",,,
357583,Вкусно - и точка,"город Москва, город Зеленоград, Панфиловский проспект, дом 2",да,,
89409,La Scarpetta,"город Москва, Оболенский переулок, дом 9, корпус 1",,,
22570,Кафе «Му-Му»,"город Москва, Таганская улица, дом 3",,предприятие быстрого обслуживания,True
338383,Бар-магазин «Разливных напитков - Пиво»,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, улица Малое Понизовье, дом 8, корпус 1",нет,,
314660,Пончики,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 1А, строение 1",нет,,
293129,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 45",,,
197205,Папа Джонс,"город Москва, Новопеределкинская улица, дом 9А",,,
27343,Школа 354,"город Москва, Лефортовский переулок, дом 8, строение 1",нет,столовая,True
179075,Пицца Суши Вок,"город Москва, город Щербинка, Симферопольское шоссе, дом 5Г",нет,,
138114,Jacky Jacky Gastrobar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, улица Верхняя Масловка, дом 20, строение 1",,кафе,True
360143,Main food,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 43, корпус 1",,закусочная,True
287795,Yogumi,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Поречная улица, дом 10",нет,,
344220,КОФЕЙНЯ JETLAG,"город Москва, улица Соловьиная Роща, дом 16",,кафе,True
355719,Виноград не виноват,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 48",нет,,
292312,CHiCKEN PLANET,"город Москва, проспект Андропова, дом 22",нет,,
360871,Автомат кофе «LifeHacker»,"Измайловский бульвар, дом 18, помещение 6Н",нет,,
140502,Столовая PRO,"город Москва, Алтуфьевское шоссе, дом 48, корпус 2",нет,столовая,True
227754,Бенджамин,"город Москва, улица 50 лет Октября, владение 2Б, строение 2",,,
261269,Пиццерия «Френдс»,"город Москва, поселение Десеновское, 1-я Нововатутинская улица, дом 3",,кафе,True
330471,FREE&CO.,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, проезд Дежнёва, дом 23",нет,предприятие быстрого обслуживания,True
254536,TaAm Hummus Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Волоколамское шоссе, дом 6",нет,,
375290,Кафе,"город Москва, Кожевническая улица, дом 20А, строение 1",нет,,
128129,Кафе,"город Москва, Нижняя Первомайская улица, дом 77",нет,,
299181,Ванильное небо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Бутырский Вал, дом 68/70, строение 1",нет,,
298992,Буханка,"город Москва, проезд Серебрякова, дом 11, корпус 1, помещение 119/6",да,кафетерий,True
194432,Ibis kitchen,"город Москва, улица Маршала Рыбалко, дом 2, корпус 5",нет,,
24087,ресторан «Гроссбир»,"город Москва, Большой Овчинниковский переулок, дом 18, строение 2",нет,ресторан,True
26572,Вкусно - и точка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Зеленодольская улица, дом 38",да,предприятие быстрого обслуживания,True
295455,Кофе бар 78,"город Москва, улица Дмитрия Ульянова, дом 42, строение 1",нет,буфет,True
254281,Шаурма,"город Москва, поселение Московский, Саларьевская улица, дом 8, корпус 2",,,
120260,Токпокки,"город Москва, Новослободская улица, дом 26, строение 1",нет,кафе,True
27061,МНТК МХ ГЛАЗА Р-Н СПЕКТОР-1,"город Москва, Бескудниковский бульвар, дом 59А",нет,,
351860,Кафе «Дагестанская лавка»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Профсоюзная улица, дом 126, корпус 3",,,
21486,БУФЕТ ШК. 199,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Дмитрия Ульянова, дом 15, корпус 1",,,
286773,Пицца Хат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проспект Мира, дом 123А",,,
22765,АСТ - ГОФ,"город Москва, Большая Филёвская улица, дом 25",,,
28931,Столовая при ГБОУ СОШ № 439 Ителлект,"город Москва, Орехово-Зуевский проезд, дом 4",,,
319110,Shikudza,"улица Поляны, дом 5, машино-место 217",нет,,
178204,Теремок,"город Москва, Сигнальный проезд, дом 17",,,
29171,ФГБОУ ВО «МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПИЩЕВЫХ ПРОИЗВОДСТВ»,"город Москва, улица Талалихина, дом 33, строение 1",,,
206861,Кондитерский цех Chocomania,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Крылатская улица, дом 35",,кафетерий,True
367073,BEERкин,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, улица Эдварда Грига, дом 15",нет,бар,True
198998,РОСС,"город Москва, город Зеленоград, Сосновая аллея, дом 4, строение 2",нет,кафе,True
313475,Арабская шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Молдавская улица, дом 4",нет,,
341248,Кофе,"город Москва, Алтуфьевское шоссе, дом 83",,,
328654,SugarBerry,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 75",нет,,
358875,Бар «Мята Lounge»,"город Москва, Днепропетровская улица, дом 2Б",да,,
304563,Коза бар,"город Москва, Лубянский проезд, дом 5, строение 1",нет,,
312883,Пекарня Лаваш,"город Москва, улица 26-ти Бакинских Комиссаров, дом 12, корпус 2",нет,предприятие быстрого обслуживания,True
310270,5 Element fitness bar,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",,кафе,True
228210,Прайм-кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Донская улица, дом 31",,,
322944,Хлеб&Co,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Студенческая улица, дом 26",да,,
259641,Буфет при театре Олега Табакова,"город Москва, Малая Сухаревская площадь, дом 5",нет,буфет,True
23368,СТОЛОВАЯ,"город Москва, Волоколамское шоссе, дом 112",нет,,
361696,Мистер Бургер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Рязанский проспект, дом 67/2",,кафе,True
262488,Песнь Моряка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 16",нет,ресторан,True
281738,Skuratov coffee roasters,"город Москва, проспект Мира, дом 26, строение 1",,кафе,True
297175,Кафе,"город Москва, проезд Стратонавтов, дом 9, корпус 2",нет,,
295032,Surf Coffeе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 5",нет,,
205809,SeDelice Французская пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, проспект 60-летия Октября, дом 18, корпус 1",,,
354965,Coffee без границ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большой Кондратьевский переулок, дом 14, строение 1",,,
22710,Вкус Грузии,"город Москва, улица Нижняя Масловка, дом 5, корпус 5",нет,,
289126,Прайм стар,"город Москва, улица Коровий Вал, дом 5",,,
288103,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Сходненская улица, дом 25",да,,
295277,Шаурма,"город Москва, проспект Мира, дом 33, корпус 1",нет,предприятие быстрого обслуживания,True
266019,HookahPlace,"город Москва, Лухмановская улица, дом 37",нет,,
311175,Кафе в офисном центре «Гипронииздрав»,"город Москва, Научный проезд, дом 12",,кафе,True
155135,Пицца Хат Pizza Hut,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 32, строение 2",,,
27896,Столовая,"город Москва, Авиационный переулок, дом 5",нет,,
374077,Му-Му,"город Москва, улица Покрышкина, дом 4",да,,
338156,Мята Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, улица Академика Миллионщикова, дом 7, корпус 1",да,ресторан,True
372953,Китайский чайник,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1, строение 1",,,
270769,Бургер Кинг,"город Москва, Азовская улица, дом 24, корпус 3",да,,
358785,СВШ,"город Москва, Ладожская улица, дом 4-6, строение 1",нет,,
190918,Кафе «Кофейня»,"город Москва, Электрический переулок, дом 8, строение 2",,,
365645,Шпинат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Новодмитровская улица, дом 5А, строение 2",нет,кафе,True
290806,О кофе,"город Москва, Амурская улица, дом 1А, корпус 1",,,
295316,Чайхона Фаррух,"город Москва, Люблинская улица, дом 102А",нет,,
356568,Метание топоров,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Шелепихинская набережная, дом 34А, строение 1",нет,,
20621,ДАЙМОНД,"город Москва, Смоленская улица, дом 5",,бар,True
348448,Островок «Вкусно»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 5А, корпус 1",,,
155331,Домино'с пицца,"город Москва, улица Юных Ленинцев, дом 12",да,,
314379,Суши,"город Москва, Нахимовский проспект, дом 24, строение 1",,,
238837,Школьно-базовая столовая,"город Москва, Дегунинская улица, дом 17А",нет,,
29310,Столовая в школе № 2129,"город Москва, 5-я Кожуховская улица, дом 15",нет,столовая,True
308224,VUA KEBAB,"город Москва, улица Щипок, дом 2",нет,предприятие быстрого обслуживания,True
28474,СТОЛОВАЯ АО ГосНИИП,"город Москва, проспект Мира, дом 125",нет,,
192985,Кафе «Кулинарная лавка братьев Караваевых»,"город Москва, улица Тимура Фрунзе, дом 11, строение 7",,магазин (отдел кулинарии),True
316618,Like at Home,"город Москва, 3-я Хорошёвская улица, дом 27, корпус 1",,,
29318,Столовая ГБОУ ЦО № 943 «Школа здоровья»,"город Москва, улица Мусы Джалиля, дом 29, корпус 2",нет,,
271822,ILTOMATO,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Восточная улица, дом 7",нет,,
370247,Чайхана,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, 9-я Парковая улица, дом 68, корпус 4",нет,,
357321,OnePriceCoffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 9",,,
342195,Мята PLATINUM,"город Москва, проспект Вернадского, дом 86Б",нет,кафе,True
27010,Премьер,"город Москва, Ленинградский проспект, дом 31А, строение 1",нет,ресторан,True
310667,Пекарня-Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Таллинская улица, дом 9",нет,,
150895,Школа,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Никитская улица, дом 24, строение 3",,,
345607,Кебаб Хауз,"город Москва, Перовская улица, дом 32, строение 1",нет,,
296081,Кафе «Безэ»,"город Москва, город Троицк, микрорайон ""В"", дом 37",нет,кафе,True
169457,Додо Пицца,"город Москва, Новопетровская улица, дом 6",да,,
367959,КОФЕ ПОИНТ,"город Москва, Павелецкая набережная, дом 2, строение 1",,,
360111,Кафе Пушкин,"город Москва, Красная площадь, дом 3",,,
342206,Кофейня Rahat,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Чистопрудный бульвар, дом 1А",нет,,
252890,ПИВОТЕКА,"город Москва, Большая Академическая улица, дом 39",нет,,
167367,Dream coffee,"1-й Красногвардейский проезд, дом 15, помещение 9П/5",нет,кафетерий,True
326514,Кофейня ЗМ Culture & coffee,"город Москва, улица Серпуховский Вал, дом 21, корпус 2",нет,,
156563,Beer Gik,"город Москва, Мясницкая улица, дом 22, строение 1",нет,,
23784,КП МГУ столовая 3,"город Москва, территория Ленинские Горы, дом 1",нет,,
277936,Coffee Way,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Краснодарская улица, дом 57, корпус 3",,предприятие быстрого обслуживания,True
74586,Эгоистка,"город Москва, проспект Мира, дом 7, строение 3",,кафе,True
325372,Сыроварня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, Ленинградское шоссе, дом 16А, строение 4",,ресторан,True
361674,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, 4-й Сетуньский проезд, дом 10А, строение 2",,,
135906,Ача-Чача,"город Москва, Ленинградский проспект, дом 9Б, строение 1",да,ресторан,True
138382,Валенок,"город Москва, Цветной бульвар, дом 5",,,
27500,Столовая ГБОУ школа № 1502 при МЭИ,"город Москва, шоссе Энтузиастов, дом 96Б",,,
205218,Кондитерская лавка Александра,"город Москва, город Зеленоград, корпус 533",,,
152160,Школа с углубленным изучением отдельных предметов № 1234,"город Москва, Малый Палашёвский переулок, дом 3",нет,,
226094,Столовая,"город Москва, Павелецкая набережная, дом 2, строение 2",,кафе,True
256174,ШКОЛЬНАЯ СТОЛОВАЯ № 1874,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Василевского, дом 11, корпус 2",,,
310257,Кулинарная лавка братьев Караваевых,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Николоямская улица, дом 29, строение 1",,,
367608,Пиццерия il Casinaro Pizzeria,"город Москва, улица Поляны, дом 5А, корпус 1",,,
23809,СТОЛОВАЯ ШКОЛА 261,"город Москва, Кастанаевская улица, дом 29, корпус 1",нет,столовая,True
189176,Rich Lounge,"город Москва, улица Лобачевского, дом 102, строение 1",нет,,
326900,Рыба мечты,"город Москва, Смоленская площадь, дом 5",нет,ресторан,True
29403,Школьно-базовая столовая,"город Москва, Джанкойская улица, дом 7",,,
20182,Семейное кафе Kitchen,"город Москва, улица Удальцова, дом 15",да,кафе,True
260793,Место Варенья,"город Москва, внутригородская территория муниципальный округ Черемушки, Научный проезд, дом 17",,кафетерий,True
144558,Домино'с Пицца,"город Москва, улица Доватора, дом 11, корпус 1",да,,
285985,Облако 53,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Ломоносовский проспект, дом 25, корпус 5",нет,кафе,True
197589,Cofix,"город Москва, 2-й Войковский проезд, дом 2/11",да,,
73578,Хурма-бастурма,"город Москва, Сиреневый бульвар, дом 3Б",нет,ресторан,True
197250,KFC,"город Москва, улица Рождественка, дом 6/9/20, строение 1",да,,
272105,Хлеб и Мясо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловское шоссе, дом 69Ж, строение 1",нет,,
302895,KFC,"город Москва, Зелёный проспект, дом 62А",да,,
357413,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 27, строение 2",да,магазин (отдел кулинарии),True
28569,Столовая Педколледжа №13,"город Москва, Большая Академическая улица, дом 77А",,,
316601,Караоке-кафе Кукушка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская улица, дом 29, строение 1",нет,бар,True
338655,Бар Rock star,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Большой Сухаревский переулок, дом 5, строение 2",нет,,
200082,Горячий хлеб,"город Москва, Бакунинская улица, дом 44-48, строение 1",нет,,
343097,Столовая при ФГБОУ ВО МПГУ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Несвижский переулок, дом 3",,,
135197,ДУРДИНЪ,"город Москва, Мичуринский проспект, дом 8, строение 1",нет,,
338602,Carrochi Osteria,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Красина, дом 27, строение 1",нет,кафе,True
252455,Кафе COM PHO,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Беломорская улица, дом 40",нет,,
367053,Римская пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Электродная улица, дом 2, строение 32",нет,,
23327,Столовая ГБОУ СОШ № 1564,"город Москва, улица Генерала Белобородова, дом 22",нет,,
205674,Кофе с собой,"город Москва, Алтуфьевское шоссе, дом 27",да,,
311249,Bardot,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Остоженка, дом 5",нет,ресторан,True
249917,Додо Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Большая Полянка, дом 30",,кафе,True
194448,Столовая при РГСУ,"город Москва, Лосиноостровская улица, дом 24, строение 1",нет,столовая,True
182959,Экспресс-кофейня,"город Москва, Енисейская улица, дом 1, строение 1",нет,,
341670,Ёбидоёби,"город Москва, Первомайская улица, дом 112",нет,,
346712,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Пролетарский проспект, дом 14/49, корпус 2",нет,кафетерий,True
182593,Кафе 7 Сэндвичей,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, 2-й Донской проезд, дом 4, строение 9",нет,,
295898,Union Jack,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Нижний Кисельный переулок, дом 3, строение 1",нет,бар,True
359389,B D cafe,"город Москва, Ельнинская улица, дом 14, корпус 2",нет,кафе,True
277803,Крошка Картошка,"город Москва, внутригородская территория поселение Московский, город Московский, улица Никитина, дом 2",да,,
277532,Пекарня «Ай-да выпечка»,"город Москва, 1-я улица Машиностроения, дом 10",,,
311216,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 21, строение 3",,,
283366,Мята Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 31, строение 3",,,
345933,МоSШашлык,"Ясный проезд, дом 26, корпус 2, помещение 2П",нет,кафе,True
355537,Балык Малык,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Газетный переулок, дом 3-5, строение 1",нет,предприятие быстрого обслуживания,True
29009,ШКОЛА 2016 КШП ЗАГОРЬЕ,"город Москва, Чонгарский бульвар, дом 17",нет,столовая,True
192886,Бургер Кинг,"город Москва, Бауманская улица, дом 32, строение 2",,,
319234,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Балаклавский проспект, дом 26",нет,буфет,True
23017,ДЕЖАВЮ,"город Москва, Осташковский проезд, дом 6, строение 2",,,
296942,Гараж гриль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Гаражная улица, дом 4",,,
280050,Coffee Club,"город Москва, Дмитровское шоссе, дом 13А",нет,,
27024,РУМ СЕРВИС,"город Москва, Кутузовский проспект, дом 2/1, строение 1",нет,ресторан,True
330822,Буфетоф,"город Москва, 3-я улица Ямского Поля, дом 2, корпус 13",,магазин (отдел кулинарии),True
304243,Место Силы,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 6, строение 2",,,
368203,Кофейня «Coffee Want»,"город Москва, 6-я Радиальная улица, дом 17",нет,,
353889,ECO Шаурма 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, Профсоюзная улица, дом 5/9",,,
277234,Лаунж Бар Burley,"город Москва, Верхняя Радищевская улица, дом 5",,,
20600,Акварель,"город Москва, Столешников переулок, дом 12, строение 3",,бар,True
254383,Свои кофе & еда,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, 4-й Сыромятнический переулок, дом 1/8, строение 8",нет,кафетерий,True
304209,Шаурма,"город Москва, Егорьевская улица, дом 16, строение 2",нет,,
308877,МАНГАЛ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Варшавское шоссе, дом 7, корпус 1",нет,кафе,True
291489,Квартира,"город Москва, улица Орджоникидзе, дом 11",,,
69307,My Place,"город Москва, улица Щепкина, дом 42, строение 2А",,,
373136,Вкусный кофе с собой,"город Москва, улица Орджоникидзе, дом 12, строение 4",,кафетерий,True
80904,Ресторан Drunken Duck Pub,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 104",нет,,
29068,Столовая,"город Москва, Ломоносовский проспект, дом 21",нет,,
339540,Чайхана,"город Москва, Люблинская улица, владение 137Б, строение 1",,,
164717,Теремок,"город Москва, поселение Воскресенское, Чечёрский проезд, дом 51",да,,
141493,Sean O' Neill Pub,"город Москва, улица Кузнецкий Мост, дом 11, строение 1",нет,,
361654,Кофе,"город Москва, Университетский проспект, дом 9",нет,,
358654,Кафе-кулинария «Московский дворик»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, Русаковская улица, дом 27",нет,,
331257,KRouge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Малая Якиманка, дом 24",,ресторан,True
352264,Кубдари,"город Москва, Новослободская улица, дом 4",,,
231246,TACODOR BFLS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Рождественский бульвар, дом 1",,кафе,True
187204,Табу бар вайн,"город Москва, улица Маросейка, дом 4/2, строение 1",нет,,
23357,Столовая ГБОУ СОШ № 1358,"город Москва, улица Барышиха, дом 42, корпус 2",,,
27847,Столовая Хлебозавода №28,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, проспект Генерала Алексеева, дом 44, строение 1",,,
367220,Iris Delicia,"город Москва, Холодильный переулок, дом 3, корпус 1, строение 4",нет,кафетерий,True
196187,Кулинариум,"город Москва, Загородное шоссе, дом 6, корпус 1",,кафетерий,True
83671,Бургер Кинг,"город Москва, проспект Вернадского, дом 14А",да,предприятие быстрого обслуживания,True
21437,СТОЛОВАЯ КОЛОРИТ КАДЕТСКОГО КОРПУСА № 1783,"город Москва, 3-я Новоостанкинская улица, дом 6",нет,,
140634,Ресторан «Bamboobar»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 8, строение 1, машино-место 5134",,ресторан,True
330324,Trofi,"город Москва, Духовской переулок, дом 17, строение 3",,,
183805,Столовая Славяночка,"город Москва, 1-й Варшавский проезд, дом 1А, строение 9",нет,,
344859,Хлеб с маслом,"город Москва, Манежная площадь, дом 1, строение 2",нет,,
309298,Очаг,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Вавилова, дом 64/1, строение 1",нет,,
250220,Донер Хаус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 2-й квартал Капотня, дом 2",нет,,
84477,Пиццерия Пиу дель Чибо,"город Москва, город Зеленоград, корпус 330",,,
280718,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Пятницкое шоссе, дом 43",,,
346112,Pan coffee,"город Москва, Дмитровское шоссе, дом 124А",,кафе,True
203058,Кофейня «COFFEESPHERE»,"город Москва, Корабельная улица, дом 17, корпус 2",,,
29050,ГБОУ СОШ 1173,"город Москва, улица Красного Маяка, дом 13А",нет,,
306513,Кофейня 1981,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, 2-й Грайвороновский проезд, дом 44, корпус 1",,,
21433,ГБОУ школа № 1236,"город Москва, улица Милашенкова, дом 10",,столовая,True
220645,Вермутерия,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Богословский переулок, дом 16/6, строение 1",,,
242627,Про Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 13, строение 1",,,
141324,Viki Cake cafe,"город Москва, Большая Татарская улица, дом 7",,,
370313,Вкусно и точка,"город Москва, Ярцевская улица, дом 19",нет,,
23153,Якитория,"город Москва, проезд Дежнёва, дом 13",,,
22930,Пронто,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, Енисейская улица, дом 5, корпус 2",да,,
23245,ВЕРОНА СТОЛОВАЯ Колледжа ГТиТ № 41,"город Москва, улица Федосьино, дом 16, корпус 3",нет,,
362425,Самса,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Рязанский проспект, дом 75, корпус 2",,,
29474,ГБОУ г. Москвы Школа № 854,"город Москва, город Зеленоград, Никольский проезд, дом 3",нет,столовая,True
345752,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Профсоюзная улица, дом 32, корпус 1",нет,кафетерий,True
374718,Ikra,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Большая Никитская улица, дом 5",нет,ресторан,True
284132,Караоке клуб Лорэм,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Миклухо-Маклая, дом 18, корпус 1",нет,бар,True
288874,Пекарня «Плюшки-Подружки»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, 1-я Новокузьминская улица, дом 27/12",,,
165000,Папа Джонс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 4, корпус 4А",да,ресторан,True
218923,Клюква Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, Михалковская улица, дом 4",нет,,
